name,affiliation,lettergroup,inferredgender,inferredethnicity,inferredisurm,highered,institution,research,country,role,security,field,simplefield
sujoy mukherjee,ohio state university,B Only,man,middleeast,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
inna entova,ben gurion university,B Only,woman,white,noturm,highered,international,moreri,israel,assistant,lesssecure,math,mathstat
david anderson,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
mee seong im,national academy of sciences,B Only,woman,asian,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,math,mathstat
chao zhang,university of southern california,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,associate,moresecure,other,other
sergei yakovenko,weizmann institute of science,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
blanca ayuso de dios,universita milano bicocca,B Only,woman,white,noturm,highered,international,moreri,italy,associate,moresecure,math,mathstat
benedikt päè_äè__tscher,university of vienna,B Only,man,white,noturm,highered,international,moreri,austria,professor,moresecure,math,mathstat
ulrike schneider,tu wien,B Only,woman,white,noturm,highered,international,moreri,austria,associate,moresecure,math,mathstat
joseph steinberg,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,assistant,lesssecure,other,other
moo mele,university of delhi,B Only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yuval filmus,technion israel institute of technology,B Only,man,white,noturm,highered,international,moreri,israel,assistant,lesssecure,comp,other
michael davis,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
efstathia bura,tu wien,B Only,woman,white,noturm,highered,international,moreri,austria,professor,moresecure,math,mathstat
monika ludwig,tu wien,B Only,woman,white,noturm,highered,international,moreri,austria,professor,moresecure,math,mathstat
peter zvengrowski,university of calgary,B Only,man,white,noturm,highered,international,moreri,canada,retired,moresecure,math,mathstat
henri moscovici,ohio state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jean christophe mourrat,new york university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
oleg viro,stony brook university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
dr leonard bruton,university of calgary,B Only,man,white,noturm,highered,international,moreri,canada,retired,moresecure,comp,other
yuval flicker,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
andrzej derdzinski,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
panagiota daskalopoulos,columbia university,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
daniel shapiro,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
genadi levin,hebrew university of jerusalem,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
dennis a hejhal,university of minnesota,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
mizan r khan,eastern connecticut state university,B Only,man,middleeast,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
you qi,university of virginia,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
john oprea,cleveland state university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,retired,moresecure,math,mathstat
xuancheng shao,university of kentucky,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
yury neretin,moscow state university,B and C,man,white,noturm,highered,international,moreri,russia,professor,moresecure,math,mathstat
john baxter,university of minnesota,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
vladimir finkelshtein,university of goettingen,B Only,man,white,noturm,highered,international,moreri,germany,ntt,lesssecure,math,mathstat
vladimir drinfeld,university of chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
stephen smale,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
nat smale,university of utah,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
igor rivin,temple university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
neil robertson,ohio state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
alexander barvinok,university of michigan,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
julia kempe,new york university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,comp,other
yuri santos rego,ovg university magdeburg,A Only,man,white,noturm,highered,international,moreri,germany,ntt,lesssecure,math,mathstat
derrick wigglesworth,university of arkansas,A Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
john r klein,wayne state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
evgeniy khain,oakland university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,other,other
peter makienko,unam unidad cuernavaca,B Only,man,white,noturm,highered,international,moreri,mexico,professor,moresecure,math,mathstat
michael khasin,stinger ghaffarian technologies sgt,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
bo guan,ohio state university,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
oleg kogan,cal poly san luis obispo,B Only,man,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,other,other
andrei okounkov,columbia university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
elham izadi,university of california san diego,B Only,woman,middleeast,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
robert bburckel,kansas state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
surjeet rajendran,university of california berkeley,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,other,other
carrie diaz eaton,bates college,A Only,woman,latinx,urm,highered,domesticother,lessri,NA,associate,moresecure,comp,other
victor piercey,ferris state university,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
chad topaz,williams college,A Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
alexander diaz-lopez,villanova university,A Only,man,latinx,urm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
drew lewis,university of south alabama,A Only,man,white,noturm,highered,domesticr2,lessri,NA,assistant,lesssecure,math,mathstat
stan yoshinobu,cal poly san luis obispo,A Only,man,asian,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
spencer bagley,westminster college utah,A Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
brian p katz,smith college,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
alicia prieto langarica,youngstown state university,A Only,woman,latinx,urm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
rachelle decoste,wheaton college ma,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
kenan ince,westminster college utah,A Only,nonbinary,middleeast,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
jessica m libertini,virginia military institute,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
dana c ernst,northern arizona university,A Only,man,white,noturm,highered,domesticr2,lessri,NA,associate,moresecure,math,mathstat
dagan karp,harvey mudd college,A Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
meredit l greer,bates college,A Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
michael barany,university of edinburgh,A Only,man,white,noturm,highered,international,moreri,united kingdom,assistant,lesssecure,other,other
adriana salerno,bates college,A Only,woman,latinx,urm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
michael aizenman,princeton university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
noga alon,princeton university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ekaterina amerik,hse university,C Only,woman,white,noturm,highered,international,moreri,russia,professor,moresecure,math,mathstat
nalini anantharaman,cnrs,C Only,woman,asian,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
michael anderson,state university of new york at stony brook,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
viviane baladi,cnrs,C Only,woman,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
iosif bernstein,tel aviv university,C Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
roman bezrukavnikov,massachusetts institute of technology,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jean michel bismut,universite paris sud,C Only,man,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
fedor bogomolov,new york university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
alexei borodin,massachusetts institute of technology,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
boris botvinnik,university of oregon,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
paul bourgade,new york university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
brian bowditch,university of warwick,C Only,man,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
oliver buhler,new york university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
inna bumagin,carleton university,C Only,woman,white,noturm,highered,international,moreri,canada,associate,moresecure,math,mathstat
dimitri burago,pennsylvania state university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
sylvain cappell,new york university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
mei chu chang,university of california riverside,C Only,woman,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
sun-yung alice chang,princeton university,C Only,woman,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
maria chudnovsky,princeton university,C Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
christopher connell,indiana university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
alain connes,college de france,C Only,man,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
peter constantin,princeton university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
kevin corlette,university of chicago,C Only,man,black,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
christopher croke,university of pennsylvania,C Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
carina curto,the pennsylvania state university,C Only,woman,latinx,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
xianzhe dai,university of california santa barbara,C Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
percy deift,new york university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
laura demarco,northwestern university,C Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
anna erschler,cnrs dmaens orsay,C Only,woman,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
maria j esteban,cnrs,C Only,woman,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
john ewing,math for america,C Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
anna felikson,university of durham,C Only,woman,white,noturm,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat
hillel furstenberg,hebrew university of jerusalem,C Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
denis gaitsgory,harvard university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ross geoghegan,binghamton university,C Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
